(1,1.5,1)
(2,1.5,1)
#
(1.03333,1.5,1)
(1.96667,1.5,1)
#
(1.06667,1.5,1)
(1.93333,1.5,1)
#
(1.1,1.5,1)
(1.9,1.5,1)
#
(1.13333,1.5,1)
(1.86667,1.5,1)
#
(1.16667,1.5,1)
(1.83333,1.5,1)
#
(1.2,1.5,1)
(1.8,1.5,1)
#
(1.23333,1.5,1)
(1.76667,1.5,1)
#
(1.26667,1.5,1)
(1.73333,1.5,1)
#
(1.3,1.5,1)
(1.7,1.5,1)
#
(1.33333,1.5,1)
(1.66667,1.5,1)
#
(1.36667,1.5,1)
(1.63333,1.5,1)
#
(1.4,1.5,1)
(1.6,1.5,1)
#
(1.43333,1.5,1)
(1.56667,1.5,1)
#
(1.46667,1.5,1)
(1.53333,1.5,1)
#
(1.5,1.5,1)
(1.5,1.5,1)
#
